"RCTrack","RCDate","RCRace","AeMto","Weight","Horse","FD","TripleCrown","Sex","YBorn","MBorn","State","Breeder","Color","Sire","SireSire","Dam","DamSire","Owner","Sale","SaleYear","SalePrice","LastRaced","Bute","Lasix","Blinker","ClaimPrice","Apprentice","Jockey","Trainer","PostPosition","CYEarnings","CYStarts","CYWins","CYPlaces","CYShows","PYEarnings","PYStarts","PYWins","PYPlaces","PYShows","Earnings","Starts","Wins","Places","Shows","WEarnings","WStarts","WWins","WPlaces","WShows","TEarnings","TStarts","TWins","TPlaces","TShows","DEarnings","DStarts","DWins","DPlaces","DShows","TrkEarnings","TrkStarts","TrkWins","TrkPlaces","TrkShows","DistEarnings","DistStarts","DistWins","DistPlaces","DistShows","Entry","JockMeetStarts","JockMeetEarnings","JockMeetWins","JockMeetPlaces","JockMeetShows","JockMeetWinPct","JockMeetMoneyPct","JockYTDStarts","JockYTDEarnings","JockYTDWins","JockYTDPlaces","JockYTDShows","JockYTDWinPct","JockYTDMoneyPct","TrainerMeetStarts","TrainerMeetEarnings","TrainerMeetWins","TrainerMeetPlaces","TrainerMeetShows","TrainerMeetWinPct","TrainerMeetMoneyPct","TrainerYTDStarts","TrainerYTDEarnings","TrainerYTDWins","TrainerYTDPlaces","TrainerYTDShows","TrainerYTDWinPct","TrainerYTDMoneyPct","QtrStarts","QtrEarnings","QtrWins","QtrPlaces","QtrShows","EnteredTrack","EnteredDate","EnteredRace","StatsPriorYear","StudFee","Scratch","JTTrackPeriod","JTTrackStarts","JTTrackEarnings","JTTrackWinPct","JTAllStarts","JTAllWinPct","JTAllRoi"
"Pim",05/21/2016,6,"",116,"I Came to Party","D","N","g",2013,3,"Cal","Ellen Jackson, Kevin Nish & Kim Nish","Dk. b or br","Bold Chieftain","Chief Seattle","Onefunsonofagun","Decarchy","Ronald Clark","",0,0.000,04/23/2016,"","L","",0.00,0,"Carrasco V R","Brooks Gerald E",9,45.640,5,1,1,2,15.060,4,1,1,0,60.700,9,2,2,2,21.400,2,1,0,1,3.380,2,0,1,0,57.320,7,2,1,2,0.000,0,0,0,0,3.380,2,0,1,0,"",27,0.000,2,6,3,0.07,0.41,409,0.000,71,57,51,0.17,0.44,2,0.000,1,0,0,0.50,0.50,119,0.000,18,25,19,0.15,0.52,0,0.000,0,0,0,"PIM",05/21/16,11,12/20/2015,3.000,"N","2015-16",2,0.00,0.00,27,0.30,2.04
"Pim",05/21/2016,7,"",120,"Chief Istan","D","N","c",2012,2,"Ky","Brereton C. Jones","B.","Istan","Gone West","My Indian","Indian Charlie","Sagamore Farm & Brereton C. Jones","",0,0.000,04/17/2015,"","L","",0.00,0,"Geroux F","Jones J Larry",1,36.000,1,1,0,0,18.000,1,1,0,0,54.000,2,2,0,0,0.000,0,0,0,0,0.000,0,0,0,0,54.000,2,2,0,0,0.000,0,0,0,0,36.000,1,1,0,0,"",0,0.000,0,0,0,0.00,0.00,449,0.000,94,59,72,0.21,0.50,0,0.000,0,0,0,0.00,0.00,80,0.000,18,10,10,0.23,0.48,0,0.000,0,0,0,"",,0,09/03/2014,6.000,"N","2015-16",0,0.00,0.00,56,0.34,2.39
"Pim",05/21/2016,7,"",120,"T Sizzle","D","N","g",2011,2,"Md","Dr. & Mrs. A. Leonard Pineau","B.","Pure Prize","Storm Cat","Wood Not","Kissin Kris","Triple Tree Stable","",0,0.000,05/07/2016,"","L","",0.00,0,"Saez L","Trombetta Michael J",2,23.798,5,0,2,1,57.228,8,1,1,2,166.316,21,2,7,4,39.858,2,1,1,0,56.976,8,0,3,3,109.340,13,2,4,1,12.390,2,0,1,0,20.936,5,0,1,1,"",0,0.000,0,0,0,0.00,0.00,592,0.000,89,87,81,0.15,0.43,11,0.000,0,1,2,0.00,0.27,212,0.000,33,40,31,0.16,0.49,0,0.000,0,0,0,"",,0,11/27/2015,0.000,"N","2015-16",0,0.00,0.00,27,0.11,0.69
"Pim",05/21/2016,7,"",120,"Cooking Up a Storm","D","N","g",2010,4,"Ky","Castro Stables, LLC","Ch.","Pure Prize","Storm Cat","Race With Grace","Rahy","Ronald Clark","",0,0.000,04/29/2016,"","L","",0.00,0,"McCarthy T","Brooks Gerald E",3,62.180,6,3,3,0,84.415,16,6,2,3,211.972,42,12,9,5,28.940,6,1,3,0,2.481,5,0,0,0,209.491,37,12,9,5,15.840,2,1,0,1,72.405,13,4,3,2,"",23,0.000,5,8,1,0.22,0.61,420,0.000,77,83,59,0.18,0.52,2,0.000,1,0,0,0.50,0.50,119,0.000,18,25,19,0.15,0.52,0,0.000,0,0,0,"",,0,11/27/2015,0.000,"N","2015-16",2,3.00,0.50,7,0.14,0.86
"Pim",05/21/2016,7,"",124,"Gin Makes Ya Sin","D","N","g",2011,4,"SC","Franklin G. Smith Sr.","Dk. b or br","Straight Talking","Dixieland Band","Overdue Slew","Slew City Slew","Richard Malouf","",0,0.000,05/09/2016,"","L","",32.00,0,"Toledo J","Lake Scott A",4,44.364,8,1,0,4,65.580,9,2,2,0,141.434,25,5,3,6,23.100,3,2,0,0,0.900,1,0,0,0,140.534,24,5,3,6,14.850,3,0,1,0,29.814,7,1,0,4,"",20,0.000,4,4,0,0.20,0.40,338,0.000,45,55,39,0.13,0.41,3,0.000,0,0,0,0.00,0.00,222,0.000,38,34,30,0.17,0.46,0,0.000,0,0,0,"",,0,08/07/2015,0.000,"N","2015-16",0,0.00,0.00,1,0.00,0.00
"Pim",05/21/2016,7,"",116,"Never Stop Looking","D","N","g",2009,4,"Ont-C","Gustav Schickedanz","Ch.","Langfuhr","Danzig","Stop Looking","Dr. Adagio","Somraj Singh","",0,0.000,04/24/2016,"","L","",28.00,0,"Carrasco V R","Gonzalez Claudio A",5,33.200,7,1,2,1,98.250,15,2,2,1,352.096,62,7,13,12,115.165,13,3,1,1,5.737,6,0,0,0,346.359,56,7,13,12,4.950,1,0,0,1,180.381,26,2,8,5,"",27,0.000,2,6,3,0.07,0.41,409,0.000,71,57,51,0.17,0.44,7,0.000,2,0,2,0.29,0.57,149,0.000,28,19,26,0.19,0.49,0,0.000,0,0,0,"",,0,12/18/2015,5.000,"N","2015-16",22,1.14,0.18,150,0.23,1.84
"Pim",05/21/2016,7,"",120,"Right Squall","D","N","g",2007,4,"Okla","Robert Albright","B.","Country Be Gold","Summer Squall","The Right Fit","Serves Em Right","Gerald E. Brooks","",0,0.000,05/08/2016,"","L","",28.00,0,"Karamanos H A","Brooks Gerald E",6,44.934,6,3,0,0,41.510,10,4,1,0,401.742,73,20,10,12,120.591,15,8,2,2,0.585,3,0,0,0,401.157,70,20,10,12,0.000,0,0,0,0,308.199,49,17,4,10,"",17,0.000,1,3,6,0.06,0.59,261,0.000,43,33,44,0.16,0.46,2,0.000,1,0,0,0.50,0.50,119,0.000,18,25,19,0.15,0.52,0,0.000,0,0,0,"TDN",05/20/16,6,10/16/2015,0.500,"N","2015-16",1,0.00,0.00,3,0.00,0.00
"Pim",05/21/2016,7,"",120,"Troubled Waters","D","N","g",2011,4,"Ky","Larry Johnson","Dk. b or br","Giant's Causeway","Storm Cat","Sincerely","Meadowlake","R. Larry Johnson","",0,0.000,04/29/2016,"","L","",0.00,0,"Boyce F","Trombetta Michael J",7,42.090,5,1,2,1,53.783,9,1,2,3,169.371,25,3,9,6,63.516,5,2,2,1,59.278,10,1,4,1,110.093,15,2,5,5,4.400,2,0,0,1,22.670,4,0,2,1,"",9,0.000,1,1,0,0.11,0.22,163,0.000,16,21,18,0.10,0.34,11,0.000,0,1,2,0.00,0.27,212,0.000,33,40,31,0.16,0.49,0,0.000,0,0,0,"",,0,12/09/2015,85.000,"N","2015-16",3,0.00,0.00,27,0.15,0.97
"Pim",05/21/2016,7,"",120,"Gambler's Ghost","D","Y","g",2011,3,"Ky","Universal Thoroughbred Services, LLC","B.","Ghostzapper","Awesome Again","Beauty and Style","Two Punch","Matthew Schera","",0,0.000,03/19/2016,"","L","B",0.00,0,"Cruz A","Martin Carlos F",8,30.950,2,1,0,0,37.026,5,1,1,0,118.022,12,4,1,0,0.235,1,0,0,0,0.000,0,0,0,0,118.022,12,4,1,0,0.000,0,0,0,0,116.792,10,4,1,0,"A",13,0.000,0,3,1,0.00,0.31,138,0.000,15,18,16,0.11,0.36,0,0.000,0,0,0,0.00,0.00,41,0.000,8,10,5,0.20,0.56,0,0.000,0,0,0,"",,0,12/27/2015,60.000,"N","2015-16",0,0.00,0.00,10,0.10,0.79
"Pim",05/21/2016,7,"",124,"Queequeg","D","N","g",2011,3,"Ont-C","Austin Paul","B.","Smart Strike","Mr. Prospector","Green Door","Danzig","Rebate Stable LLC","",0,0.000,04/24/2016,"","L","",0.00,0,"Serpa A","Albert Linda L",9,52.800,4,3,0,0,90.190,10,2,3,1,179.162,18,6,4,1,17.700,1,1,0,0,0.420,1,0,0,0,178.742,17,6,4,1,0.000,0,0,0,0,125.370,10,4,3,1,"",11,0.000,0,3,1,0.00,0.36,159,0.000,8,14,25,0.05,0.30,4,0.000,0,1,0,0.00,0.25,53,0.000,5,6,3,0.09,0.26,0,0.000,0,0,0,"",,0,12/22/2015,100.000,"N","2015-16",0,0.00,0.00,1,0.00,0.00
"Pim",05/21/2016,7,"",120,"Old Upstart","D","N","g",2011,2,"Ky","Debby Oxley","Dk. b or br","Offlee Wild","Wild Again","Darling Rachel","Fusaichi Pegasus","Matthew Schera","",0,0.000,04/15/2016,"","L","",0.00,0,"Prado E S","Lawrence James L II",10,7.904,2,0,1,0,59.890,4,2,0,0,145.319,16,4,3,0,68.340,5,2,1,0,0.275,1,0,0,0,145.044,15,4,3,0,29.640,1,1,0,0,6.460,2,0,1,0,"A",15,0.000,4,2,4,0.27,0.67,148,0.000,18,23,18,0.12,0.40,4,0.000,0,0,0,0.00,0.00,61,0.000,6,12,5,0.10,0.38,0,0.000,0,0,0,"",,0,05/16/2015,0.000,"N","2015-16",0,0.00,0.00,0,0.00,0.00
"Pim",05/21/2016,8,"",118,"Miss Matzoball","D","N","f",2012,2,"NY","Masie Stable, LLC","B.","Smoke Glacken","Two Punch","Miss Matzo","Royal Academy","Masie Stable","",0,0.000,04/16/2016,"","L","",0.00,0,"Castellano J J","Lerman Roy S",1,68.571,4,2,0,0,58.950,3,1,1,0,181.813,11,4,2,1,12.692,2,0,1,0,157.121,8,4,0,1,24.692,3,0,2,0,0.000,0,0,0,0,68.571,4,2,0,0,"",0,0.000,0,0,0,0.00,0.00,566,0.000,124,95,81,0.22,0.53,0,0.000,0,0,0,0.00,0.00,21,0.000,7,2,1,0.33,0.48,0,0.000,0,0,0,"",,0,11/09/2015,0.000,"N","2015-16",0,0.00,0.00,13,0.23,1.46
"Pim",05/21/2016,8,"",118,"Seeking Paradise","D","N","f",2012,4,"Ky","Helen T. Andrews & Twin Hopes Farm","B.","Blame","Arch","Eden's Storm","Stormy Atlantic","Double Infinity Ranch","FTKJUL",13,77.000,04/10/2016,"","L","",0.00,0,"Saez L","Sharp Joe",2,23.940,1,1,0,0,36.035,7,1,2,2,82.468,13,2,4,2,0.275,1,0,0,0,79.889,11,2,4,2,2.579,2,0,0,0,0.000,0,0,0,0,48.230,5,2,1,1,"",0,0.000,0,0,0,0.00,0.00,592,0.000,89,87,81,0.15,0.43,1,0.000,0,0,0,0.00,0.00,290,0.000,42,50,42,0.14,0.46,0,0.000,0,0,0,"",,0,09/26/2015,25.000,"N","2015-16",0,0.00,0.00,39,0.15,2.38
"Pim",05/21/2016,8,"",118,"Disco Barbie","D","N","m",2010,2,"Ky","Iron County Farms Inc.","Ch.","Pure Prize","Storm Cat","Cimmaron Lady","Grand Slam","Diane Manning","",0,0.000,06/14/2015,"","L","",0.00,0,"McCarthy T","Capuano Dale",3,35.073,5,0,2,0,246.413,9,3,4,1,361.736,20,5,7,4,59.150,4,1,1,1,0.000,0,0,0,0,361.736,20,5,7,4,0.000,0,0,0,0,0.000,0,0,0,0,"",23,0.000,5,8,1,0.22,0.61,420,0.000,77,83,59,0.18,0.52,4,0.000,0,1,0,0.00,0.25,103,0.000,14,14,18,0.14,0.45,0,0.000,0,0,0,"",,0,12/06/2014,0.000,"N","2015-16",8,0.00,0.00,59,0.14,1.44
"Pim",05/21/2016,8,"",118,"Hope Cross","F","N","m",2011,3,"Ire","P. A. Byrne","B.","Cape Cross*Ire","Green Desert","Great Hope*Ire","Halling","Magalen O. Bryant","",0,0.000,04/16/2016,"","L","",0.00,0,"Boyce F","Delacour Arnaud",4,10.020,3,0,0,0,152.200,6,2,2,1,268.830,15,3,6,1,0.000,0,0,0,0,268.830,15,3,6,1,0.000,0,0,0,0,0.000,0,0,0,0,0.000,0,0,0,0,"",9,0.000,1,1,0,0.11,0.22,163,0.000,16,21,18,0.10,0.34,0,0.000,0,0,0,0.00,0.00,96,0.000,26,11,17,0.27,0.56,0,0.000,0,0,0,"",,0,12/12/2015,21.822,"N","2015-16",1,0.00,0.00,27,0.41,2.72
"Pim",05/21/2016,8,"",118,"My Celeste","D","N","f",2012,3,"Ky","Zayat Stables, LLC","Dk. b or br","Maimonides","Vindication","Rena","More Than Ready","Zayat Stables LLC","",0,0.000,05/04/2016,"","L","",0.00,0,"Lanerie C J","Romans Dale",5,27.720,4,1,0,1,5.744,6,0,0,0,33.464,10,1,0,1,2.160,1,0,0,0,28.460,7,1,0,1,5.004,3,0,0,0,0.000,0,0,0,0,26.800,3,1,0,1,"",0,0.000,0,0,0,0.00,0.00,491,0.000,74,64,56,0.15,0.40,0,0.000,0,0,0,0.00,0.00,174,0.000,23,29,18,0.13,0.40,0,0.000,0,0,0,"",,0,11/22/2015,2.500,"N","2015-16",0,0.00,0.00,258,0.17,2.19
"Pim",05/21/2016,8,"",118,"Two Wonders","D","N","m",2007,2,"Fla","Lorna Possler & John Wilson","B.","Three Wonders","Storm Cat","Royal Advantage","Regal Classic","Roger Simons","",0,0.000,04/29/2016,"","L","",0.00,0,"Carrasco V R","Brooks Gerald E",6,26.970,2,1,1,0,88.607,13,4,2,1,593.297,66,22,12,8,0.000,0,0,0,0,267.630,33,10,5,3,325.667,33,12,7,5,0.000,0,0,0,0,36.420,3,1,2,0,"",27,0.000,2,6,3,0.07,0.41,409,0.000,71,57,51,0.17,0.44,2,0.000,1,0,0,0.50,0.50,119,0.000,18,25,19,0.15,0.52,0,0.000,0,0,0,"",,0,12/26/2015,7.500,"N","2015-16",2,0.00,0.00,27,0.30,2.04
"Pim",05/21/2016,8,"",118,"Everything Lovely","D","N","f",2012,4,"Md","Mr. & Mrs. Charles McGinnes","Ch.","Pollard's Vision","Carson City","Desiderata","During","Pewter Stable & Armand A. Delaperriere","EASMAY",14,70.000,09/07/2015,"","L","",0.00,0,"Karamanos H A","DeMasi Kathleen A",7,100.050,7,3,1,1,54.200,4,1,2,1,154.250,11,4,3,2,0.000,0,0,0,0,92.400,5,3,1,0,61.850,6,1,2,2,0.000,0,0,0,0,80.400,4,3,0,0,"",17,0.000,1,3,6,0.06,0.59,261,0.000,43,33,44,0.16,0.46,0,0.000,0,0,0,0.00,0.00,89,0.000,14,15,15,0.16,0.49,0,0.000,0,0,0,"",,0,12/26/2014,3.000,"N","2015-16",0,0.00,0.00,5,0.40,4.72
"Pim",05/21/2016,8,"",118,"Rumble Doll","D","N","m",2011,3,"NY","Lawrence Goichman","B.","Street Boss","Street Cry*Ire","Little Buttercup","Labeeb*GB","Robert Falcone & All Heart Racing Stable","",0,0.000,04/29/2016,"","L","",0.00,0,"Velazquez J R","Falcone Robert N Jr",8,8.000,1,0,0,1,131.300,6,2,2,1,253.000,18,5,2,5,3.072,3,0,0,0,219.328,11,4,2,4,33.672,7,1,0,1,0.000,0,0,0,0,94.000,4,2,0,2,"",0,0.000,0,0,0,0.00,0.00,333,0.000,69,44,43,0.21,0.47,0,0.000,0,0,0,0.00,0.00,23,0.000,1,2,2,0.04,0.22,0,0.000,0,0,0,"",,0,12/05/2015,12.500,"N","2015-16",0,0.00,0.00,0,0.00,0.00
"Pim",05/21/2016,8,"",122,"Exaggerated","D","N","f",2012,4,"Va","Hart Farm","Dk. b or br","Blame","Arch","Miz United States","Valid Appeal","Lael Stables","FTSAUG",13,250.000,04/16/2016,"","L","",0.00,0,"Leparoux J R","Delacour Arnaud",9,72.600,2,2,0,0,87.060,5,3,0,1,159.660,7,5,0,1,23.940,1,1,0,0,135.720,6,4,0,1,23.940,1,1,0,0,0.000,0,0,0,0,131.100,5,4,0,0,"",0,0.000,0,0,0,0.00,0.00,365,0.000,69,39,47,0.19,0.42,0,0.000,0,0,0,0.00,0.00,96,0.000,26,11,17,0.27,0.56,0,0.000,0,0,0,"",,0,12/19/2015,25.000,"N","2015-16",2,2.30,0.50,14,0.43,4.54
"Pim",05/21/2016,8,"",118,"Joya Real","D","N","m",2009,3,"Ky","G. L. Zwerling, LLC","Ch.","Eddington","Unbridled","Regal Locket","Regal Classic","Pewter Stable","",0,0.000,12/19/2015,"","L","",0.00,0,"Centeno D E","DeMasi Kathleen A",10,118.450,6,2,2,1,163.260,6,4,1,1,395.599,26,9,7,3,79.950,8,2,2,0,236.903,12,5,3,1,158.696,14,4,4,2,20.000,1,0,1,0,221.450,9,4,3,1,"",0,0.000,0,0,0,0.00,0.00,399,0.000,91,77,64,0.23,0.58,0,0.000,0,0,0,0.00,0.00,89,0.000,14,15,15,0.16,0.49,0,0.000,0,0,0,"",,0,09/01/2014,3.500,"N","2015-16",0,0.00,0.00,8,0.25,1.13
"Pim",05/21/2016,8,"",118,"Moldavite","D","N","m",2011,2,"NY","William Niarakis Jr. & Stephen Sinatra","Dk. b or br","Cosmonaut","Lemon Drop Kid","Meadow Belle","Meadowlake","Blue Streak Stable","",0,0.000,05/01/2016,"","L","",0.00,0,"Ortiz Y O","Albert Linda L",11,62.490,4,3,0,0,30.120,4,1,1,1,105.305,13,4,1,3,27.100,4,1,1,0,26.270,2,1,0,0,79.035,11,3,1,3,0.000,0,0,0,0,25.650,1,1,0,0,"",15,0.000,1,1,1,0.07,0.20,179,0.000,18,16,22,0.10,0.31,4,0.000,0,1,0,0.00,0.25,53,0.000,5,6,3,0.09,0.26,0,0.000,0,0,0,"",,0,04/30/2015,5.000,"N","2015-16",5,0.00,0.00,51,0.10,3.70
"Pim",05/21/2016,8,"",122,"Lady Shipman","D","N","f",2012,4,"Ky","Randall E. Lowe","Ch.","Midshipman","Unbridled's Song","Sumthingtotalkabt","Mutakddim","Ranlo Investments LLC","",0,0.000,05/01/2016,"","L","",0.00,0,"Rosario J","McLaughlin Kiaran P",12,105.105,3,2,0,0,513.600,10,7,2,1,643.905,15,10,2,2,0.000,0,0,0,0,610.305,13,9,2,1,33.600,2,1,0,1,60.000,1,1,0,0,540.305,11,8,2,0,"",0,0.000,0,0,0,0.00,0.00,249,0.000,47,44,41,0.19,0.53,0,0.000,0,0,0,0.00,0.00,141,0.000,25,25,21,0.18,0.50,0,0.000,0,0,0,"",,0,10/31/2015,8.500,"N","2015-16",0,0.00,0.00,40,0.33,1.73
"Pim",05/21/2016,9,"",116,"Justin Squared","D","Y","c",2013,2,"Ky","Sun Valley Farm","Gr/ro","Zensational","Unbridled's Song","Graciously Soft","Vindication","Zayat Stables LLC","",0,0.000,04/21/2016,"","L","",0.00,0,"Pedroza M A","Baffert Bob",1,27.600,1,1,0,0,42.000,1,1,0,0,69.600,2,2,0,0,0.000,0,0,0,0,0.000,0,0,0,0,69.600,2,2,0,0,0.000,0,0,0,0,27.600,1,1,0,0,"",0,0.000,0,0,0,0.00,0.00,203,0.000,26,27,25,0.13,0.38,0,0.000,0,0,0,0.00,0.00,148,0.000,33,26,21,0.22,0.54,0,0.000,0,0,0,"",,0,09/05/2015,0.000,"N","2015-16",0,0.00,0.00,35,0.17,1.86
"Pim",05/21/2016,9,"",116,"Cozze Cat","D","N","c",2013,3,"NY","Henry H. Prieger , David Lester & Steve Robbins","Ch.","Bluegrass Cat","Storm Cat","Miss Cozze","Not For Love","David L. Taylor","EASSEP",14,2.500,05/12/2016,"","L","",0.00,0,"Perez X","King Yolonda",2,42.850,8,1,1,1,13.730,3,0,1,1,56.580,11,1,2,2,5.660,2,0,0,1,0.000,0,0,0,0,56.580,11,1,2,2,1.260,1,0,0,0,50.920,7,1,2,1,"",10,0.000,2,0,0,0.20,0.20,178,0.000,11,16,22,0.06,0.28,2,0.000,0,0,0,0.00,0.00,20,0.000,1,2,2,0.05,0.25,0,0.000,0,0,0,"",,0,12/19/2015,7.500,"N","2015-16",1,0.00,0.00,3,0.00,0.00
"Pim",05/21/2016,9,"",116,"Quijote","D","Y","g",2013,5,"Fla","Ramiro Rosas Medina","Dk. b or br","Pomeroy","Boundary","Soi Disant","Holy Bull","Midwest Thoroughbreds, Inc.","OBSAUG",14,25.000,04/23/2016,"","L","",0.00,0,"NO RIDER","Amoss Thomas",3,67.800,3,1,2,0,22.200,1,1,0,0,90.000,4,2,2,0,0.000,0,0,0,0,0.000,0,0,0,0,90.000,4,2,2,0,0.000,0,0,0,0,25.000,1,0,1,0,"",0,0.000,0,0,0,0.00,0.00,0,0.000,0,0,0,0.00,0.00,0,0.000,0,0,0,0.00,0.00,192,0.000,58,28,31,0.30,0.61,0,0.000,0,0,0,"",,0,12/27/2015,0.000,"N","2015-16",0,0.00,0.00,0,0.00,0.00
"Pim",05/21/2016,9,"",116,"Discreet Angel","D","N","c",2013,5,"Ky","George Pruette","B.","Discreet Cat","Forestry","Black Java","Pine Bluff","Guillermo Berrios","OBSOPN",15,25.000,02/21/2016,"","L","",0.00,0,"Lezcano J","Gullo Gary P",4,20.095,2,1,0,1,68.335,6,4,2,0,88.430,8,5,2,1,25.117,2,1,1,0,0.000,0,0,0,0,88.430,8,5,2,1,0.000,0,0,0,0,7.776,1,0,1,0,"",0,0.000,0,0,0,0.00,0.00,292,0.000,37,32,47,0.13,0.40,0,0.000,0,0,0,0.00,0.00,74,0.000,17,12,13,0.23,0.57,0,0.000,0,0,0,"",,0,12/20/2015,7.500,"N","2015-16",0,0.00,0.00,9,0.11,0.69
"Pim",05/21/2016,9,"",116,"Never Gone South","D","Y","c",2013,3,"Ky","Bend Or Thoroughbreds, USA","B.","Munnings","Speightstown","Summer Rules","Perfect Soul*Ire","M M G Stables, LLC","OBSAPR",15,90.000,04/09/2016,"","L","",0.00,0,"Lynch F","Lynch Cathal",5,53.500,3,1,0,1,96.125,4,2,2,0,149.625,7,3,2,1,71.200,3,2,0,0,0.000,0,0,0,0,149.625,7,3,2,1,0.000,0,0,0,0,20.000,1,0,1,0,"",23,0.000,4,5,4,0.17,0.57,203,0.000,22,20,23,0.11,0.32,6,0.000,2,2,0,0.33,0.67,80,0.000,13,9,16,0.16,0.48,0,0.000,0,0,0,"",,0,12/05/2015,25.000,"N","2015-16",5,2.72,0.40,35,0.17,0.99
"Pim",05/21/2016,9,"",120,"Counterforce","D","N","c",2013,1,"Ky","Hill 'n' Dale Equine Holdings, Inc. & George Prussin","Dk. b or br","Smart Strike","Mr. Prospector","Achieving","Bernardini","Winchell Thoroughbreds LLC","",0,0.000,04/15/2016,"","L","",0.00,0,"Geroux F","Asmussen Steven M",6,147.600,3,2,1,0,0.000,0,0,0,0,147.600,3,2,1,0,0.000,0,0,0,0,0.000,0,0,0,0,147.600,3,2,1,0,0.000,0,0,0,0,147.600,3,2,1,0,"",0,0.000,0,0,0,0.00,0.00,449,0.000,94,59,72,0.21,0.50,0,0.000,0,0,0,0.00,0.00,586,0.000,118,89,79,0.20,0.49,0,0.000,0,0,0,"",,0,,100.000,"N","2015-16",0,0.00,0.00,64,0.23,1.67
"Pim",05/21/2016,9,"",116,"Big Louie D","D","N","c",2013,1,"Ky","Crossed Sabres Farm","Gr/ro","Stormy Atlantic","Storm Cat","Mecanique","Maria's Mon","Alexandria Stable","KEESEP",14,70.000,11/15/2015,"","L","",0.00,0,"Navarro J","Servis John C",7,91.800,3,2,1,0,0.000,0,0,0,0,91.800,3,2,1,0,0.000,0,0,0,0,0.000,0,0,0,0,91.800,3,2,1,0,0.000,0,0,0,0,30.000,1,1,0,0,"",0,0.000,0,0,0,0.00,0.00,107,0.000,23,18,7,0.22,0.45,0,0.000,0,0,0,0.00,0.00,81,0.000,28,12,6,0.35,0.57,0,0.000,0,0,0,"",,0,,25.000,"N","2015-16",2,4.90,0.50,81,0.33,3.33
"Pim",05/21/2016,9,"",116,"Formal Summation","D","N","c",2013,4,"Fla","Lynne Boutte & Chris Boutte","Dk. b or br","In Summation","Put It Back","Formal Desire","Formal Dinner","Tommy Roberts Racing Stable LLC","OBSAUG",14,6.200,04/23/2016,"","L","",0.00,0,"McCarthy T","O'Connell Kathleen",8,7.000,3,0,1,0,104.963,6,2,1,0,111.963,9,2,2,0,47.000,2,1,0,0,0.900,1,0,0,0,111.063,8,2,2,0,0.000,0,0,0,0,23.763,3,0,1,0,"",23,0.000,5,8,1,0.22,0.61,420,0.000,77,83,59,0.18,0.52,0,0.000,0,0,0,0.00,0.00,281,0.000,39,39,31,0.14,0.39,0,0.000,0,0,0,"",,0,12/19/2015,2.500,"N","2015-16",0,0.00,0.00,29,0.10,0.83
"Pim",05/21/2016,10,"",118,"Monster Sleeping","D","N","m",2009,3,"Md","Mr. & Mrs. Kenneth C. Holt & Mr. & Mrs. Mark Vogel","Dk. b or br","Oratory","Pulpit","Bold Questor","Norquestor","Charles J. Reed","",0,0.000,04/03/2016,"","L","",0.00,0,"McCarthy T","Capuano Dale",1,34.827,1,1,0,0,132.570,7,2,0,2,516.707,48,10,10,9,4.690,4,0,0,0,283.507,16,4,3,2,233.200,32,6,7,7,1.560,1,0,0,0,6.060,2,0,0,0,"",23,0.000,5,8,1,0.22,0.61,420,0.000,77,83,59,0.18,0.52,4,0.000,0,1,0,0.00,0.25,103,0.000,14,14,18,0.14,0.45,0,0.000,0,0,0,"",,0,11/26/2015,3.500,"N","2015-16",8,0.00,0.00,59,0.14,1.44
"Pim",05/21/2016,10,"",118,"Peace Prize","F","N","f",2012,2,"Ire","Glashare House Stud","B.","Alfred Nobel*Ire","Danehill Dancer*Ire","Applaud","Rahy","Flying Pheasant Farm LLC","",0,0.000,05/07/2016,"","L","",0.00,0,"Francois K","Delozier Joseph III",2,6.720,1,0,1,0,16.264,8,2,0,1,22.984,9,2,1,1,0.000,0,0,0,0,22.984,6,2,1,1,0.000,3,0,0,0,0.000,0,0,0,0,6.720,1,0,1,0,"",9,0.000,1,0,2,0.11,0.33,165,0.000,17,14,21,0.10,0.32,1,0.000,0,0,0,0.00,0.00,13,0.000,2,0,0,0.15,0.15,0,0.000,0,0,0,"",,0,07/20/2015,4.994,"N","2015-16",1,0.00,0.00,9,0.22,7.00
"Pim",05/21/2016,10,"",118,"Tiger Ride","D","N","f",2012,3,"Ky","Dixiana Farms LLC","B.","Candy Ride*Arg","Ride the Rails","Royal Tigress","Storm Cat","Dixiana Farms LLC","",0,0.000,04/16/2016,"","L","",0.00,0,"Prado E S","Motion H Graham",3,39.750,2,0,1,0,295.780,7,4,0,0,373.430,11,5,1,1,60.295,1,1,0,0,174.835,6,3,0,0,198.595,5,2,1,1,0.000,0,0,0,0,54.450,4,2,0,0,"",15,0.000,4,2,4,0.27,0.67,148,0.000,18,23,18,0.12,0.40,2,0.000,0,0,1,0.00,0.50,199,0.000,24,39,35,0.12,0.49,0,0.000,0,0,0,"PIM",05/20/16,9,10/24/2015,60.000,"N","2015-16",0,0.00,0.00,34,0.24,2.84
